index,country,iso3Code,year,Armed forces (% labor force),government  consumption exp (% of GDP),Population density,"Population, total","Unemployment, total (% of total labor force) (modeled ILO estimate)",immigration_100k
868,Lebanon,LBN,2019,3.916751407,15.62978348,566.4314761,5794594,11.301,33.824630336482585
869,Lebanon,LBN,2020,4.305827884,9.139754887,557.4191593,5702398,13.284,22.359014575973127
870,Lebanon,LBN,2021,4.305827884,2.360136821,558.9562072,5718122,12.669,32.00351444058032
871,Lebanon,LBN,2022,4.305827884,3.625325085,561.5336266,5744489,11.6,71.28571401216017
872,Lebanon,LBN,2023,4.305827884,3.625325085,561.5336266,5773493,11.543,78.98164941050418
873,Lesotho,LSO,2015,0.238869859,36.94396123,69.32183794,2104611,16.254,0
874,Lesotho,LSO,2016,0.24075153,39.62419307,70.17200264,2130422,16.17,0
875,Lesotho,LSO,2017,0.242346691,39.68057009,71.05105402,2157110,16.401,0
876,Lesotho,LSO,2018,0.243859615,38.06299604,71.92368248,2183603,16.625,0
877,Lesotho,LSO,2019,0.245597964,37.69257127,72.77355072,2209405,16.876,0
878,Lesotho,LSO,2020,0.244158806,37.13529421,73.64054677,2235727,18.399,0
879,Lesotho,LSO,2021,0.244158806,34.68825657,74.49084321,2261542,18.23,0
880,Lesotho,LSO,2022,0.244158806,35.21209872,75.30006588,2286110,16.688,0
881,Lesotho,LSO,2023,0.244158806,35.58404802,75.30006588,2311472,16.457,0
882,Liberia,LBR,2015,0.099233818,0,48.37449128,4659431,2.557,3.2192772035898805
883,Liberia,LBR,2016,0.097047622,0,49.37300664,4755608,3.081,2.9438927682853593
884,Liberia,LBR,2017,0.092687597,0,50.34182932,4848925,3.066,0.928040751
885,Liberia,LBR,2018,0.095202087,0,51.33644103,4944726,3.056,1.4156497245752344
886,Liberia,LBR,2019,0.088596481,0,52.36421304,5043721,3.068,0.5947989589432088
887,Liberia,LBR,2020,0.087101337,0,53.46203281,5149463,4.109,0.097097503
888,Liberia,LBR,2021,0.087101337,0,54.6026059,5259323,3.845,0.6654848922570452
889,Liberia,LBR,2022,0.087101337,0,55.78585963,5373294,2.977,1.5818974357256461
890,Liberia,LBR,2023,0.087101337,0,55.78585963,5493031,2.933,1.183317552731816
891,Libya,LBY,2015,0,50.83646534,3.712231038,6531819,19.676,3.7508693979425947
892,Libya,LBY,2016,0,48.41951,3.769238551,6632126,19.522,4.674217588749068
893,Libya,LBY,2017,0,40.26669402,3.829847574,6738770,19.02,7.271356642235897
894,Libya,LBY,2018,0,35.33794002,3.892525887,6849055,18.836,6.7162550162029655
895,Libya,LBY,2019,0,43.61446156,3.950483081,6951033,19.05,8.847605816286586
896,Libya,LBY,2020,0,48.33781603,4.004114143,7045399,19.613,6.954893541160692
897,Libya,LBY,2021,0,34.63447157,4.05513657,7135175,19.641,12.333264425890043
898,Libya,LBY,2022,0,30.8000884,4.10550769,7223805,19.282,8.098225242791022
899,Libya,LBY,2023,0,35.28362913,4.10550769,7305659,18.753,6.7071293636891625
900,Liechtenstein,LIE,2021,0,0,244.8875,39182,0,0
901,Liechtenstein,LIE,2022,0,0,246.83125,39493,0,0
902,Liechtenstein,LIE,2023,0,0,246.83125,39850,0,0
903,Lithuania,LTU,2015,1.930944043,17.16899149,46.36727853,2904910,9.12,4.475181675163775
904,Lithuania,LTU,2016,2.010586603,17.02918464,45.78766642,2868231,7.862,6.624292115941847
905,Lithuania,LTU,2017,2.330743466,16.29936413,45.15258377,2828403,7.073,4.949789686971764
906,Lithuania,LTU,2018,2.700123161,16.21781687,44.73164618,2801543,6.147,4.283353851788104
907,Lithuania,LTU,2019,2.513178906,16.79594806,44.6205206,2794137,6.255,3.9368148376403878
908,Lithuania,LTU,2020,2.489043165,18.36054542,44.63246567,2794885,8.487,2.1467788477880125
909,Lithuania,LTU,2021,2.489043165,17.49749496,44.73469094,2800839,7.112,3.3918408019882613
910,Lithuania,LTU,2022,2.489043165,16.74404612,45.23095968,2831639,5.955,2.295490350288296
911,Lithuania,LTU,2023,2.489043165,17.27548345,45.23095968,2871585,6.841,2.785917881588043
912,Luxembourg,LUX,2015,0.52717036,15.96816419,221.2518353,569604,6.796,0
913,Luxembourg,LUX,2016,0.520370782,15.6742178,226.0722637,582014,6.669,0
914,Luxembourg,LUX,2017,0.680093989,16.21936089,231.6353721,596336,5.523,0
915,Luxembourg,LUX,2018,0.627365001,16.80366668,236.1466094,607950,5.589,0
916,Luxembourg,LUX,2019,0.319550073,17.23898833,240.827591,620001,5.592,0
917,Luxembourg,LUX,2020,0.314096987,18.47245626,244.8742649,630419,6.766,0
918,Luxembourg,LUX,2021,0.314096987,17.47194547,248.6206816,640064,5.571,0.7811718828117188
919,Luxembourg,LUX,2022,0.314096987,17.63871326,253.6854331,653103,4.588,0.7655760270585191
920,Luxembourg,LUX,2023,0.314096987,18.98974124,253.6854331,666430,5.184,0
921,"Macao SAR, China",MAC,2015,0,9.668953707,21148.02632,642900,1.81,1.555451858764971
922,"Macao SAR, China",MAC,2016,0,10.39895211,21393.44262,652500,1.939,1.532567049808429
923,"Macao SAR, China",MAC,2017,0,9.730427493,21051.94805,648400,1.987,0.7711289327575571
924,"Macao SAR, China",MAC,2018,0,9.43781185,20027.35562,658900,1.834,0
925,"Macao SAR, China",MAC,2019,0,10.20538084,20425.53191,672000,1.749,1.4880952380952381
926,"Macao SAR, China",MAC,2020,0,25.86246919,20832.82675,685400,2.566,0
927,"Macao SAR, China",MAC,2021,0,21.15389269,20681.81818,682500,2.229,2.1978021978021975
928,"Macao SAR, China",MAC,2022,0,27.39568402,20681.81818,677300,2.482,0.7382253063635021
929,"Macao SAR, China",MAC,2023,0,13.77231079,20681.81818,678800,2.235,2.2097819681791395
930,Madagascar,MDG,2015,0.170142121,15.1403202,43.7035098,25426702,1.785,0.3736229732035244
931,Madagascar,MDG,2016,0.16509836,14.7612913,44.8606944,26099952,1.947,0.5363994539147046
932,Madagascar,MDG,2017,0.163241707,16.12256698,46.0439584,26788375,2.119,0.41062587782946897
933,Madagascar,MDG,2018,0.154913109,13.60330525,47.25838089,27494926,2.297,0.5091848583262235
934,Madagascar,MDG,2019,0.153971032,15.10611913,48.50387418,28219554,2.469,0.40751884313976044
935,Madagascar,MDG,2020,0.150885206,18.72397125,49.76547955,28953556,3.284,0.25903553953787234
936,Madagascar,MDG,2021,0.150885206,17.21371084,51.03314369,29691083,3.487,0.7578032771657404
937,Madagascar,MDG,2022,0.150885206,22.49591601,52.31567721,30437261,3.186,1.1006246587036856
938,Madagascar,MDG,2023,0.150885206,22.31937094,52.31567721,31195932,3.069,1.1059134248657807
939,Malawi,MWI,2015,0.104769008,0,181.2217543,17085587,4.954,0.087793296
940,Malawi,MWI,2016,0.225109805,0,186.2297306,17557739,5.007,0.056954941635708335
941,Malawi,MWI,2017,0.222127185,0,191.3419071,18039715,5.039,0.027716624
942,Malawi,MWI,2018,0.210562985,0,196.5218604,18528081,5.014,0.053972130195242565
943,Malawi,MWI,2019,0.207761556,0,201.8005091,19025752,4.966,0
944,Malawi,MWI,2020,0.197741737,0,207.190157,19533888,5.728,0.025596542787590465
945,Malawi,MWI,2021,0.197741737,0,212.6353203,20047258,5.662,0.049882133506736925
946,Malawi,MWI,2022,0.197741737,0,218.166398,20568728,5.037,0.097234987
947,Malawi,MWI,2023,0.197741737,0,218.166398,21104482,5.033,0.16584154967650946
948,Malaysia,MYS,2015,0.884752333,13.0865608,95.06254147,31232798,3.1,1.0245639855897637
949,Malaysia,MYS,2016,0.866844283,12.5648978,96.75752549,31789685,3.44,1.1481711756502149
950,Malaysia,MYS,2017,0.862058201,12.19259187,98.48012175,32355644,3.41,1.1280875756946764
951,Malaysia,MYS,2018,0.839021146,11.9694463,100.1703455,32910967,3.3,1.30655535
952,Malaysia,MYS,2019,0.817636958,11.65310018,101.7823649,33440596,3.26,1.1064396101074276
953,Malaysia,MYS,2020,0.80591327,12.96227361,103.1488601,33889558,4.54,0.693428932
954,Malaysia,MYS,2021,0.80591327,12.63688126,104.3445412,34282399,4.64,1.1667794893817087
955,Malaysia,MYS,2022,0.80591327,11.58770183,105.6018658,34695493,3.93,0.8502545272955193
956,Malaysia,MYS,2023,0.80591327,11.94926963,105.6018658,35126298,3.869,1.0533418580005216
957,Maldives,MDV,2015,0,18.08208865,1427.18,428154,6.604,0
958,Maldives,MDV,2016,0,17.66419296,1477.693333,443308,5.771,0
959,Maldives,MDV,2017,0,14.53567761,1527.623333,458287,5.401,0
960,Maldives,MDV,2018,0,14.48073461,1576.996667,473099,4.95,0
961,Maldives,MDV,2019,0,16.57701313,1625.77,487731,4.562,0
962,Maldives,MDV,2020,0,22.97072278,1673.726667,502118,5.434,0
963,Maldives,MDV,2021,0,18.68310876,1720.513333,516154,5.024,0
964,Maldives,MDV,2022,0,17.22105485,1747.02,524106,4.419,0
965,Maldives,MDV,2023,0,17.11901698,1747.02,525994,4.241,0
966,Mali,MLI,2015,0.231559408,16.37155075,15.23780887,18593022,1.401,0.9681051310540051
967,Mali,MLI,2016,0.255140727,16.24060159,15.72811529,19191289,1.367,1.0942464573380142
968,Mali,MLI,2017,0.252084635,16.18425042,16.23764414,19813011,1.494,0.9337298606456131
969,Mali,MLI,2018,0.284546792,15.87721984,16.7531532,20442030,1.62,1.3208081584852385
970,Mali,MLI,2019,0.275321553,15.74310975,17.26649538,21068405,3.29,1.5425942305551845
971,Mali,MLI,2020,0.543757492,15.80542425,17.79545481,21713836,3.528,0.7138305732805571
972,Mali,MLI,2021,0.543757492,16.24877359,18.34847852,22388630,3.966,1.1613037510557815
973,Mali,MLI,2022,0.543757492,17.11924476,18.90905515,23072640,2.387,1.6253016559873514
974,Mali,MLI,2023,0.543757492,17.50931466,18.90905515,23769127,2.956,1.8090693865197487
975,Malta,MLT,2015,1.002985412,16.93112258,1390.790625,445053,5.389,0
976,Malta,MLT,2016,0.969653929,16.94165678,1422.9875,455356,4.687,0
977,Malta,MLT,2017,0.867392964,15.82357396,1462.496875,467999,4.002,0
978,Malta,MLT,2018,0.704704608,16.02797443,1514.46875,484630,3.658,0
979,Malta,MLT,2019,0.754400987,16.8903191,1575.19375,504062,3.616,0
980,Malta,MLT,2020,0.723560206,19.71494314,1610.4125,515332,4.347,0
981,Malta,MLT,2021,0.723560206,18.33201195,1620.425,518536,3.394,0.9642532051776539
982,Malta,MLT,2022,0.723560206,17.40190275,1660.971875,531511,2.921,0
983,Malta,MLT,2023,0.723560206,16.57012332,1660.971875,552747,3.11,0
984,Marshall Islands,MHL,2018,0,59.94045455,251.5833333,45285,0,0
985,Mauritania,MRT,2015,2.241260696,14.61777659,3.847830601,3965959,10.108,2.521458239986848
986,Mauritania,MRT,2016,2.20027923,13.44048871,3.96493354,4086657,10.283,0.7340963530827275
987,Mauritania,MRT,2017,2.174599641,13.38125583,4.085184826,4210600,10.336,1.1874792191136656
988,Mauritania,MRT,2018,2.094048383,12.9844028,4.208484525,4337685,10.407,1.267957447348067
989,Mauritania,MRT,2019,2.045121217,13.29547357,4.334634714,4467708,10.416,1.454884697030334
990,Mauritania,MRT,2020,1.999314521,12.29648726,4.463113418,4600131,11.054,0.4347702271957038
991,Mauritania,MRT,2021,1.999314521,14.96953957,4.593843019,4734874,11.144,1.4783920332410114
992,Mauritania,MRT,2022,1.999314521,16.8008362,4.730413311,4875637,10.531,1.6408112416900604
993,Mauritania,MRT,2023,1.999314521,17.17237156,4.730413311,5022441,10.446,2.389276449439625
994,Mauritius,MUS,2015,0.412413151,14.18980558,632.3880821,1262879,7.41,56.220746405633484
995,Mauritius,MUS,2016,0.41448318,14.88271302,632.8227341,1263747,6.814,43.91701820063668
996,Mauritius,MUS,2017,0.482455506,14.45075826,633.3935904,1264887,6.752,57.31737301434832
997,Mauritius,MUS,2018,0.484145056,14.56243113,633.7391087,1265577,6.426,44.643668461105094
998,Mauritius,MUS,2019,0.477131865,14.74962313,633.9434151,1265985,6.331,62.796952570528084
999,Mauritius,MUS,2020,0.505408716,17.5684045,633.9579369,1266014,8.626,33.17498858622416
1000,Mauritius,MUS,2021,0.505408716,17.23220421,634.1181773,1266334,7.719,54.88283501824953
1001,Mauritius,MUS,2022,0.505408716,15.95534967,632.2098147,1262523,6.322,81.18663977
1002,Mauritius,MUS,2023,0.505408716,13.84471963,632.2098147,1261041,5.571,91.19449724
1003,Mexico,MEX,2015,0.636449462,11.90124613,62.28159469,121072306,4.311,2.659567746235873
1004,Mexico,MEX,2016,0.628148347,11.57368049,62.88811492,122251351,3.853,2.772975490471267
1005,Mexico,MEX,2017,0.620908265,11.21566755,63.47902827,123400057,3.419,2.5405174650770217
1006,Mexico,MEX,2018,0.631088394,11.25629677,64.08277528,124573711,3.275,2.657061408405823
1007,Mexico,MEX,2019,0.57935651,11.1079031,64.69455593,125762982,3.477,2.755182761172123
1008,Mexico,MEX,2020,0.643924901,12.19683028,65.22752849,126799054,4.44,1.920361330140523
1009,Mexico,MEX,2021,0.643924901,11.40473355,65.66431647,127648148,4.019,4.030610769221658
1010,Mexico,MEX,2022,0.643924901,11.09237877,66.16071247,128613117,3.256,4.0664592554739185
1011,Mexico,MEX,2023,0.643924901,11.13722504,66.16071247,129739759,2.765,4.420387431118937
1012,Moldova,MDA,2015,0.463692565,13.69943471,98.75606783,2835978,1.742,32.792920114330926
1013,Moldova,MDA,2016,0.473997323,14.37699286,97.61416583,2803186,1.557,38.88432661978192
1014,Moldova,MDA,2017,0.459866468,14.75557079,95.90938838,2755189,1.586,24.86217823895203
1015,Moldova,MDA,2018,0.420838269,14.28116232,94.25439467,2707203,1.196,14.96008980486502
1016,Moldova,MDA,2019,0.404912397,15.21102073,92.75609357,2664224,1.466,10.32195491
1017,Moldova,MDA,2020,0.408422489,17.19420443,91.74732605,2635130,1.186,6.641038582536725
1018,Moldova,MDA,2021,0.408422489,16.76227392,90.11035512,2595809,0.785,8.860436188
1019,Moldova,MDA,2022,0.408422489,17.542723,88.02360149,2528654,0.897,8.304813549026479
1020,Moldova,MDA,2023,0.408422489,18.05501171,88.02360149,2457783,1.555,5.696190428528475
1021,Monaco,MCO,2015,0,0,18133.69512,36757,0,0
1022,Monaco,MCO,2016,0,0,18389.73853,37276,0,0
1023,Monaco,MCO,2017,0,0,18588.06117,37678,0,0
1024,Monaco,MCO,2019,0,0,18800.69068,38109,0,0
1025,Monaco,MCO,2020,0,0,18771.58362,38050,0,0
1026,Monaco,MCO,2021,0,0,18487.04415,38527,0,0
1027,Monaco,MCO,2023,0,0,18680.90211,38956,0,0
1028,Mongolia,MNG,2015,1.374889027,14.87177395,1.943717132,3026864,4.861,0.8259373397681561
1029,Mongolia,MNG,2016,1.39006824,15.95529534,1.983525631,3088856,7.235,2.7518278611887377
1030,Mongolia,MNG,2017,1.398909006,13.92886635,2.022094128,3148917,6.359,2.5405560070335294
1031,Mongolia,MNG,2018,1.350128834,12.69298481,2.060156493,3208189,5.377,2.026065172594258
1032,Mongolia,MNG,2019,1.265415218,13.10796486,2.098350434,3267673,9.269,2.295211301742861
1033,Mongolia,MNG,2020,1.298500809,15.81024341,2.136237218,3327204,6.594,1.2022106248970608
1034,Mongolia,MNG,2021,1.298500809,14.91273652,2.172536624,3383741,7.747,3.9896670578510594
1035,Mongolia,MNG,2022,1.298500809,13.91869838,2.204644002,3433748,6.211,2.4754291811746234
1036,Mongolia,MNG,2023,1.298500809,13.00638528,2.204644002,3481145,5.503,4.165296188466726
1037,Montenegro,MNE,2015,4.543466458,19.19588717,46.25717472,622159,17.555,3.214612341861164
1038,Montenegro,MNE,2016,4.507250876,19.61172532,46.26788104,622303,17.732,1.6069342426438569
1039,Montenegro,MNE,2017,4.493809777,18.42626732,46.2730855,622373,16.082,0.8033767531689195
1040,Montenegro,MNE,2018,4.542846213,18.50445945,46.26223048,622227,15.19,0.8035652583381949
1041,Montenegro,MNE,2019,4.33424232,17.79790685,46.24743494,622028,15.128,0
1042,Montenegro,MNE,2020,4.700997003,22.60169684,46.19375465,621306,17.878,0
1043,Montenegro,MNE,2021,4.700997003,19.70936705,46.03799257,619211,16.543,0
1044,Montenegro,MNE,2022,4.700997003,17.85583703,45.88944238,617213,14.851,0
1045,Montenegro,MNE,2023,4.700997003,17.90380427,45.88944238,616177,14.621,0
1046,Morocco,MAR,2015,2.08000329,18.15643728,77.5433296,34607588,9.46,7.830652630284434
1047,Morocco,MAR,2016,2.089387002,18.36172571,78.47514452,35023457,9.3,6.024533786028033
1048,Morocco,MAR,2017,2.10755342,17.98197398,79.42279184,35446392,9.223,6.389931025984252
1049,Morocco,MAR,2018,2.065341073,17.99576151,80.30419001,35839760,9.271,7.742797384803916
1050,Morocco,MAR,2019,2.028425999,18.17893657,81.13577862,36210898,9.194,8.326222675
1051,Morocco,MAR,2020,2.06486167,19.40498596,81.97223392,36584208,11.223,8.159258224
1052,Morocco,MAR,2021,2.06486167,18.97383835,82.801797,36954442,10.576,7.996332348895973
1053,Morocco,MAR,2022,2.06486167,19.0589963,83.64119202,37329064,9.494,17.091240219685123
1054,Morocco,MAR,2023,2.06486167,18.10623238,83.64119202,37712505,9.044,16.98375644895506
1055,Mozambique,MOZ,2015,0.09826844,25.51470977,33.75921565,26547572,3.426,0
1056,Mozambique,MOZ,2016,0.095274739,26.07446144,34.76322516,27337105,3.457,0
1057,Mozambique,MOZ,2017,0.090651969,24.56476545,35.81778911,28166393,3.539,0
1058,Mozambique,MOZ,2018,0.089443002,21.72714089,36.90155396,29018644,3.604,0
1059,Mozambique,MOZ,2019,0.085185182,22.57519692,38.002467,29884380,3.646,0
1060,Mozambique,MOZ,2020,0.083334047,20.6358423,39.14607187,30783688,3.921,0
1061,Mozambique,MOZ,2021,0.083334047,18.7299196,40.32121875,31707800,4.053,0.015768991
1062,Mozambique,MOZ,2022,0.083334047,16.4981779,41.52730995,32656246,3.596,0
1063,Mozambique,MOZ,2023,0.083334047,17.18458553,41.52730995,33635160,3.519,0.014865396805009996
1064,Myanmar,MMR,2015,2.112279259,0,78.22786795,51089056,0.766,0.85145437
1065,Myanmar,MMR,2016,2.131099866,0,78.88675511,51495696,1.058,0.8156021427499494
1066,Myanmar,MMR,2017,2.151153821,0,79.50201149,51894938,1.356,0.3179500859987539
1067,Myanmar,MMR,2018,2.11598074,0,80.08617588,52272247,0.767,0.34435098992396485
1068,Myanmar,MMR,2019,2.158421399,0,80.6507017,52640713,0.407,0.3989307667622208
1069,Myanmar,MMR,2020,1.939592217,0,81.23021129,53016522,1.476,0.094310223
1070,Myanmar,MMR,2021,1.939592217,0,81.79800205,53387102,4.34,0.2060422759040189
1071,Myanmar,MMR,2022,1.939592217,0,82.36442153,53756787,3.057,0.35344374283381186
1072,Myanmar,MMR,2023,1.939592217,0,82.36442153,54133798,3.032,0.47105506988443707
1073,Nauru,NRU,2022,0,0,590.05,11801,0,0
1074,Nepal,NPL,2015,2.115862834,8.811996996,194.0957726,27823629,10.644,5.516893572725542
1075,Nepal,NPL,2016,2.095887515,7.926018483,195.0154308,27955462,10.742,2.7186100519461993
1076,Nepal,NPL,2017,1.474420839,8.518538323,195.4046599,28011258,10.66,3.9626924288798455
1077,Nepal,NPL,2018,1.462556202,8.061536277,195.88203,28079689,10.559,4.985810206088821
1078,Nepal,NPL,2019,1.434119312,8.117095211,198.2146076,28414064,10.389,4.962331330006155
1079,Nepal,NPL,2020,1.402706874,9.067732071,202.0688804,28966574,12.975,1.9332628014621267
1080,Nepal,NPL,2021,1.402706874,8.25401087,205.6156958,29475010,12.186,3.4605586223719684
1081,Nepal,NPL,2022,1.402706874,8.412561307,207.2928915,29715436,10.844,4.812313707932806
1082,Nepal,NPL,2023,1.402706874,6.647729214,207.2928915,29694614,10.628,5.943838838922102
1083,Netherlands,NLD,2015,0.44028533,24.65105303,503.1162162,16939923,6.872,3.158219786477188
1084,Netherlands,NLD,2016,0.438098979,24.27771028,505.8008316,17030314,6.007,3.0533788161510116
1085,Netherlands,NLD,2017,0.432310234,23.90469075,508.8,17131296,4.837,2.8894486441656255
1086,Netherlands,NLD,2018,0.431434881,23.95750902,511.7797446,17231624,3.832,3.1337731138980285
1087,Netherlands,NLD,2019,0.421383377,24.11930096,515.1432729,17344874,3.379,3.257446551644019
1088,Netherlands,NLD,2020,0.419291028,25.41927803,518.013068,17441500,3.82,1.7200355474013131
1089,Netherlands,NLD,2021,0.419291028,25.15158993,520.7319275,17533044,4.209,2.8517580860459826
1090,Netherlands,NLD,2022,0.419291028,24.19955324,525.7196911,17700982,3.526,2.2032675927245164
1091,Netherlands,NLD,2023,0.419291028,24.503114,525.7196911,17877117,3.537,2.4332782517449543
1092,New Caledonia,NCL,2021,0,23.51398177,15.60251641,285214,11.54,0
1093,New Caledonia,NCL,2023,0,23.51398177,15.70694748,289870,10.939,0
1094,New Zealand,NZL,2015,0.354306567,18.4943441,17.50560176,4609400,5.415,7.159283203887708
1095,New Zealand,NZL,2016,0.341577237,18.14252074,17.90323193,4714100,5.147,10.500413652659045
1096,New Zealand,NZL,2017,0.329351112,17.91974519,18.28111352,4813600,4.736,8.725278378
1097,New Zealand,NZL,2018,0.337169413,18.23348238,18.61152254,4900600,4.335,9.182549075623394
1098,New Zealand,NZL,2019,0.318649493,18.86620754,18.91003,4979200,4.109,12.150546272493573
1099,New Zealand,NZL,2020,0.347244046,20.46909681,19.33158634,5090200,4.595,7.661781462
1100,New Zealand,NZL,2021,0.347244046,21.0983207,19.41172003,5111300,3.776,15.06466065
1101,New Zealand,NZL,2022,0.347244046,21.10940937,19.43412707,5117200,3.297,8.012194169
1102,New Zealand,NZL,2023,0.347244046,21.10940937,19.43412707,5223100,3.729,7.8497444046638964
1103,Nicaragua,NIC,2015,0.44194679,14.05234867,51.10035732,6149417,4.7,1.3822448534552136
1104,Nicaragua,NIC,2016,0.432876072,14.46112013,51.79213894,6232666,3.9,0.8824474149585426
1105,Nicaragua,NIC,2017,0.424180254,14.41054359,52.48654645,6316231,3.3,1.4249003875887378
1106,Nicaragua,NIC,2018,0.417863381,14.80262197,53.18331394,6400080,5.2,1.953100586242672
1107,Nicaragua,NIC,2019,0.411514166,15.21323589,53.87782117,6483657,5.472,1.4652224816951298
1108,Nicaragua,NIC,2020,0.40815327,15.17409394,54.55598305,6565267,6.201,0.9139003790706456
1109,Nicaragua,NIC,2021,0.40815327,15.39397058,55.21639521,6644741,6.118,5.041581003683966
1110,Nicaragua,NIC,2022,0.40815327,13.73454619,55.93031411,6730654,4.961,4.531506150813874
1111,Nicaragua,NIC,2023,0.40815327,12.16373873,55.93031411,6823613,4.716,3.8835731158845026
1112,Niger,NER,2015,0.143825845,16.49756097,15.7412947,19939498,0.553,0.35106199764908824
1113,Niger,NER,2016,0.138396346,15.26999765,16.33042788,20685753,0.548,0.36256838220972665
1114,Niger,NER,2017,0.124557618,15.46192533,16.9222752,21435446,0.554,0.2332585008961325
1115,Niger,NER,2018,0.123615061,15.17489249,17.51643562,22188069,0.535,0.20281170028811432
1116,Niger,NER,2019,0.115654696,15.65510489,18.11617352,22947757,0.531,0.15252035307851655
1117,Niger,NER,2020,0.112315848,15.76215496,18.72393858,23717613,0.594,0.063244138
1118,Niger,NER,2021,0.112315848,17.33853208,19.3432857,24502140,0.78,0.2856893316257274
1119,Niger,NER,2022,0.112315848,17.33853208,19.98261072,25311973,0.418,0.35556295828855383
1120,Niger,NER,2023,0.112315848,17.33853208,19.98261072,26159867,0.425,0.3822649404142613
1121,Nigeria,NGA,2015,0.232618623,0,209.3523919,190671878,4.135,2.1476685722894073
1122,Nigeria,NGA,2016,0.225684279,0,214.5917191,195443700,4.499,2.2589625554571473
1123,Nigeria,NGA,2017,0.235452558,0,219.8739298,200254579,4.828,2.7190389489171185
1124,Nigeria,NGA,2018,0.237254939,0,225.0170241,204938755,5.067,5.325981413325167
1125,Nigeria,NGA,2019,0.230653169,0,230.0093778,209485641,5.206,6.012345256637423
1126,Nigeria,NGA,2020,0.223679361,0,234.9618246,213996181,5.742,2.9720156548027368
1127,Nigeria,NGA,2021,0.223679361,0,239.9390472,218529286,5.45,7.134055249693168
1128,Nigeria,NGA,2022,0.223679361,0,245.0134458,223150896,3.821,9.919296940667449
1129,Nigeria,NGA,2023,0.223679361,0,245.0134458,227882945,3.074,7.664022421686713
1130,North Macedonia,MKD,2015,1.843102367,16.97635226,75.82989691,1912430,26.395,11.503689023911987
1131,North Macedonia,MKD,2016,1.862542012,15.43002211,75.58735131,1906313,24.312,7.344019581254495
1132,North Macedonia,MKD,2017,1.922649411,14.92074175,75.28378271,1898657,22.857,3.686816523468957
1133,North Macedonia,MKD,2018,1.941085625,14.28372559,74.90289453,1889051,21.208,4.4996138272603545
1134,North Macedonia,MKD,2019,1.943358391,13.99745627,74.39579699,1876262,17.414,4.796771453027349
1135,North Macedonia,MKD,2020,1.998241547,16.73873416,73.59730373,1856124,16.575,1.3468927722501298
1136,North Macedonia,MKD,2021,1.998241547,15.83066578,72.84353688,1837114,15.801,4.082490253734934
1137,North Macedonia,MKD,2022,1.998241547,15.02210557,72.62934179,1831712,14.476,1.9107807340892018
1138,North Macedonia,MKD,2023,1.998241547,14.92435061,72.62934179,1827816,13.174,3.282606126656075
1139,Northern Mariana Islands,MNP,2021,0,0,102.1282609,46979,0,0
1140,Norway,NOR,2015,0.891246495,23.09785083,14.20793848,5188607,4.296,0.5781898686872989
1141,Norway,NOR,2016,0.849838353,24.21882296,14.33542438,5234519,4.68,1.3372766437565706
1142,Norway,NOR,2017,0.818505047,23.80576226,14.45257626,5276968,4.164,0.9475137995909771
1143,Norway,NOR,2018,0.819670686,23.11293942,14.54888964,5311916,3.801,1.2236639284205548
1144,Norway,NOR,2019,0.799775785,24.10350807,14.6479975,5347896,3.684,1.0284418395570893
1145,Norway,NOR,2020,0.863563526,26.13405747,14.76721523,5379475,4.424,0.3717834918835017
1146,Norway,NOR,2021,0.863563526,22.44934066,14.84700909,5408320,4.359,1.201851961422401
1147,Norway,NOR,2022,0.863563526,18.174833,14.98099487,5457127,3.231,0.4581165144223325
1148,Norway,NOR,2023,0.863563526,21.94052472,14.98099487,5519594,3.572,0.9058637283829208
1149,Oman,OMN,2015,2.082497011,24.63827017,13.52147011,4184895,3.401,0
1150,Oman,OMN,2016,1.957993132,26.12490047,14.18700162,4390877,3.266,0
1151,Oman,OMN,2017,1.887738216,24.52829582,14.66040711,4537396,2.522,0
1152,Oman,OMN,2018,1.866789731,21.55866303,14.85582229,4597877,1.8,0.21749168148691234
1153,Oman,OMN,2019,1.93366222,23.10850163,14.83438126,4591241,2.04,0
1154,Oman,OMN,2020,2.133213268,26.06587819,14.61226817,4522497,2.94,0.11055839285244413
1155,Oman,OMN,2021,2.133213268,22.14200619,14.54094992,4500424,1.9,0
1156,Oman,OMN,2022,2.133213268,17.89468059,15.28344426,4730226,3.3,0
1157,Oman,OMN,2023,2.133213268,17.89468059,15.28344426,5049269,3.176,0
1158,Pakistan,PAK,2015,1.351744191,9.78896258,281.8738105,217290883,3.566,5.200402264461322
1159,Pakistan,PAK,2016,1.340699415,10.60895585,285.5682713,220138869,2.285,5.155836427959481
1160,Pakistan,PAK,2017,1.32776734,10.75374079,289.6351793,223273967,3.215,3.4285233083174447
1161,Pakistan,PAK,2018,1.323217331,10.99362564,294.3764166,226928892,4.083,4.1797234
1162,Pakistan,PAK,2019,1.279026406,10.74975317,299.3992567,230800899,4.83,4.679357856400724
1163,Pakistan,PAK,2020,1.250398009,11.78880055,304.8486742,235001746,6.127,2.6489164893268495
1164,Pakistan,PAK,2021,1.250398009,10.92956768,310.6550968,239477801,6.338,3.5389501509578336
1165,Pakistan,PAK,2022,1.250398009,10.49188522,316.1330778,243700667,5.485,4.7599377313152775
1166,Pakistan,PAK,2023,1.250398009,10.30674826,316.1330778,247504495,5.408,4.789811999171975
