index,country,iso3Code,year,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Armed forces (% labor force),government  consumption exp (% of GDP),"Population, total",Population density,immigration_100k
574,Germany,DEU,2015,4.612,0.415286652,19.31223567,81686611,234.1529869,1.5669642605200012
575,Germany,DEU,2016,4.104,0.415371414,19.51907162,82348669,235.7129294,1.463290195983617
576,Germany,DEU,2017,3.781,0.4148258,19.45954952,82657002,236.5887226,1.379193501356364
577,Germany,DEU,2018,3.384,0.41593555,19.50223396,82905782,237.2940123,1.5378903247061828
578,Germany,DEU,2019,3.163,0.418354589,19.90302358,83092962,237.8229543,1.8292764674822883
579,Germany,DEU,2020,3.881,0.421924351,21.73132113,83160871,238.0173188,0.9379411141569213
580,Germany,DEU,2021,3.594,0.421924351,21.67421922,83196078,238.1180858,1.7308508220784156
581,Germany,DEU,2022,3.12,0.421924351,21.52132731,83797985,239.861418,1.0740115051692474
582,Germany,DEU,2023,3.068,0.421924351,21.22872741,83280000,239.861418,1.392891450528338
583,Ghana,GHA,2015,6.806,0.127042953,7.680490857,28696068,126.1143887,1.3067992451091208
584,Ghana,GHA,2016,5.232,0.125264875,7.886931128,29356742,129.0179397,1.6350588222630427
585,Ghana,GHA,2017,3.369,0.127526164,6.957052131,30008354,131.8816648,2.2826976781198995
586,Ghana,GHA,2018,3.253,0.121968368,7.104780398,30637585,134.6470291,2.9212485252998888
587,Ghana,GHA,2019,3.16,0.124396812,7.04320381,31258945,137.3820281,3.2630659799938866
588,Ghana,GHA,2020,3.313,0.123915296,7.833410156,31887809,140.1477124,1.7247970846789757
589,Ghana,GHA,2021,3.384,0.123915296,8.005653088,32518665,142.9184558,3.244290625091774
590,Ghana,GHA,2022,3.084,0.123915296,6.652534328,33149152,145.6894253,3.7557521833439362
591,Ghana,GHA,2023,3.063,0.123915296,5.866963029,33787914,145.6894253,4.868604792
592,Greece,GRC,2015,24.981,3.101580508,20.76798375,10820883,83.94788984,4.435867202334597
593,Greece,GRC,2016,23.514,3.082158448,20.61806031,10775971,83.5994647,3.9439601312958246
594,Greece,GRC,2017,21.413,3.109035581,20.43841265,10754679,83.43428239,3.7658027729140033
595,Greece,GRC,2018,19.179,3.166706933,19.65971045,10732882,83.26518231,3.8200364077421143
596,Greece,GRC,2019,17.045,3.14573416,19.97912045,10721582,83.17751746,3.8706974399860017
597,Greece,GRC,2020,15.899,3.198197522,22.72749406,10698599,82.99921645,2.2432843777021647
598,Greece,GRC,2021,14.656,3.198197522,21.49743856,10569207,81.99539953,3.9738080633674793
599,Greece,GRC,2022,12.426,3.198197522,19.98568756,10436882,80.96882855,2.4911654649348343
600,Greece,GRC,2023,11.066,3.198197522,19.28684397,10405588,80.96882855,2.931117395768504
601,Grenada,GRD,2015,0,0,0,114676,337.2823529,100.2825351424884
602,Grenada,GRD,2016,0,0,0,115130,338.6176471,95.54416746286806
603,Grenada,GRD,2017,0,0,0,115438,339.5235294,103.95190491865763
604,Grenada,GRD,2018,0,0,0,115691,340.2676471,95.08086195123215
605,Grenada,GRD,2019,0,0,0,115981,341.1205882,56.04366232400134
606,Grenada,GRD,2020,0,0,0,116341,342.1794118,25.78626623460345
607,Grenada,GRD,2021,0,0,0,116688,343.2,89.98354587
608,Grenada,GRD,2022,0,0,0,116913,343.8617647,89.81037181493932
609,Grenada,GRD,2023,0,0,0,117081,343.8617647,42.705477404531905
610,Guatemala,GTM,2015,2.506,0.699524551,11.08810853,15971743,149.045754,1.5026537804922104
611,Guatemala,GTM,2016,2.583,0.680093497,10.44035279,16268760,151.8174692,1.1678824938102228
612,Guatemala,GTM,2017,2.462,0.658938695,10.57282301,16567357,154.6039287,1.478811617326771
613,Guatemala,GTM,2018,2.283,0.648474533,11.12025855,16845685,157.2012411,1.3356536109988997
614,Guatemala,GTM,2019,2.193,0.647217919,11.10700482,17103803,159.6099571,1.2277971162319865
615,Guatemala,GTM,2020,2.955,0.657716018,11.47197049,17357325,161.9757839,0.7489633339238622
616,Guatemala,GTM,2021,2.174,0.657716018,11.22933787,17598650,164.2277902,1.6762649407767074
617,Guatemala,GTM,2022,3.051,0.657716018,11.47554247,17847877,166.5535368,1.7369012572195563
618,Guatemala,GTM,2023,2.344,0.657716018,11.23045777,18124838,166.5535368,1.489668486967994
619,Guinea,GIN,2015,5.224,0.331141963,19.50189558,11767070,47.88812469,2.124573067042178
620,Guinea,GIN,2016,5.013,0.325507911,16.88354502,12073030,49.13328178,3.437413805813454
621,Guinea,GIN,2017,4.826,0.33841388,15.27602158,12385659,50.40557952,3.027695175525178
622,Guinea,GIN,2018,4.787,0.325295712,15.48190477,12704774,51.70427316,2.7548699410158735
623,Guinea,GIN,2019,5.018,0.327486606,15.40232525,13034346,53.04552336,2.416692023
624,Guinea,GIN,2020,6.018,0.320840939,17.41322372,13371183,54.41633974,1.4583601166777838
625,Guinea,GIN,2021,5.827,0.320840939,17.48203055,13710513,55.79730181,2.9174692442215693
626,Guinea,GIN,2022,5.267,0.320840939,17.12082103,14055137,57.19980873,3.7708632793831893
627,Guinea,GIN,2023,5.244,0.320840939,13.61812841,14405468,57.19980873,3.644449454887547
628,Guinea-Bissau,GNB,2015,3.157,0.682182616,15.19235935,1786457,63.52976529,0
629,Guinea-Bissau,GNB,2016,3.123,0.66318334,15.22583548,1831893,65.14555477,0
630,Guinea-Bissau,GNB,2017,3.066,0.57964378,15.59457936,1877072,66.75220484,0
631,Guinea-Bissau,GNB,2018,3.127,0.627103262,16.54218702,1922168,68.35590327,0
632,Guinea-Bissau,GNB,2019,2.413,0.548245614,18.7929536,1967696,69.97496444,0
633,Guinea-Bissau,GNB,2020,2.89,0.537450202,20.15111144,2013255,71.59512802,0
634,Guinea-Bissau,GNB,2021,3.031,0.537450202,19.76717604,2058841,73.21625178,0
635,Guinea-Bissau,GNB,2022,2.666,0.537450202,19.90644732,2105529,74.87656472,0
636,Guinea-Bissau,GNB,2023,2.65,0.537450202,16.41324592,2153339,74.87656472,0
637,Guyana,GUY,2015,13.004,1.166941241,0,758781,3.854615189,71.82573101
638,Guyana,GUY,2016,13.257,1.160607612,0,763548,3.878831598,66.79344324128935
639,Guyana,GUY,2017,13.462,1.018776042,0,768479,3.903881128,55.95468451317472
640,Guyana,GUY,2018,13.627,1.109852553,0,791556,4.021112522,53.69171606304544
641,Guyana,GUY,2019,13.172,1.023604316,0,807665,4.102946406,50.76362106
642,Guyana,GUY,2020,15.334,1.039403798,0,807481,4.102011684,27.245223107416766
643,Guyana,GUY,2021,14.557,1.039403798,0,815482,4.142656845,60.70029749277114
644,Guyana,GUY,2022,12.013,1.039403798,0,821637,4.173924308,53.55162924746573
645,Guyana,GUY,2023,12.025,1.039403798,0,826353,4.173924308,56.27135134742659
646,Haiti,HTI,2015,13.724,0.002634381,8.257802912,10523242,381.8302612,25.800033867889763
647,Haiti,HTI,2016,13.852,0.004304473,8.209290174,10671457,387.208164,27.456419493608045
648,Haiti,HTI,2017,13.881,0,7.897687461,10817754,392.5164731,21.769768475045744
649,Haiti,HTI,2018,13.878,0.01036045,8.263430719,10962362,397.7634978,19.24767673244142
650,Haiti,HTI,2019,14.057,0.020390424,7.191351147,11105163,402.9449565,13.147038003854602
651,Haiti,HTI,2020,15.546,0.020232246,7.312055571,11243848,407.9770682,8.760346102152928
652,Haiti,HTI,2021,15.28,0.020232246,7.472955798,11374586,412.7208273,25.187729909466594
653,Haiti,HTI,2022,14.635,0.020232246,6.904137934,11503606,417.4022496,38.24887605
654,Haiti,HTI,2023,14.556,0.020232246,6.216791901,11637398,417.4022496,25.950818215549557
655,Honduras,HND,2015,6.147,0.485279173,14.30524677,9237305,82.55702029,4.600909031367915
656,Honduras,HND,2016,6.727,0.579550596,14.11393609,9412380,84.1217267,3.8247499569715626
657,Honduras,HND,2017,5.528,0.562078655,13.49841646,9588137,85.69252838,3.963230813
658,Honduras,HND,2018,5.648,0.526645751,13.46225149,9765210,87.27509161,3.9937697192379886
659,Honduras,HND,2019,5.698,0.53161503,13.87903455,9943633,88.86972026,3.2684231206039085
660,Honduras,HND,2020,10.982,0.555892985,15.66110691,10119640,90.44275628,2.0257637623472773
661,Honduras,HND,2021,8.506,0.555892985,15.67403086,10289877,91.96422379,4.130272888587492
662,Honduras,HND,2022,8.774,0.555892985,14.27609386,10463872,93.51927786,3.535975975241288
663,Honduras,HND,2023,6.07,0.555892985,14.42113592,10644851,93.51927786,4.133453817249297
664,"Hong Kong SAR, China",HKG,2015,3.314,0,9.642869056,7291300,6944.095238,12.20632808964108
665,"Hong Kong SAR, China",HKG,2016,3.392,0,9.956363893,7336600,6987.238095,18.67349998636971
666,"Hong Kong SAR, China",HKG,2017,3.124,0,9.830272171,7393200,7041.142857,18.395282151165937
667,"Hong Kong SAR, China",HKG,2018,2.805,0,9.925129495,7452600,7097.714286,20.462657327644045
668,"Hong Kong SAR, China",HKG,2019,2.917,0,10.8764361,7507900,7150.380952,20.578324165212642
669,"Hong Kong SAR, China",HKG,2020,5.808,0,12.74582899,7481000,7124.761905,14.102392728244887
670,"Hong Kong SAR, China",HKG,2021,5.174,0,12.67762981,7413100,7060.095238,30.95870823272315
671,"Hong Kong SAR, China",HKG,2022,4.318,0,14.33694283,7346100,7060.095238,50.29879800166074
672,"Hong Kong SAR, China",HKG,2023,2.949,0,13.26253915,7536100,7060.095238,99.98540359071669
673,Hungary,HUN,2015,6.813,0.81388208,19.7138882,9843028,107.8569801,7.721201240106195
674,Hungary,HUN,2016,5.115,0.828181303,19.96110606,9814023,107.5391519,5.196645656933961
675,Hungary,HUN,2017,4.156,0.827083169,20.19282003,9787966,107.253627,7.100555927554304
676,Hungary,HUN,2018,3.708,0.81669522,19.69256484,9775564,107.1177296,7.6721915993798415
677,Hungary,HUN,2019,3.419,0.818856295,20.0857248,9771141,107.0692636,8.238546552546934
678,Hungary,HUN,2020,4.25,0.943913869,21.35886541,9750149,106.8392395,6.205033379489892
679,Hungary,HUN,2021,4.045,0.943913869,20.89843457,9709891,106.3981043,7.672588703621905
680,Hungary,HUN,2022,3.609,0.943913869,20.63735659,9644377,105.6802213,4.4585565246982775
681,Hungary,HUN,2023,4.107,0.943913869,20.03210207,9592186,105.6802213,3.805180591785856
682,Iceland,ISL,2015,3.979,0.12368951,23.42735463,330815,3.299900249,7.557093843991354
683,Iceland,ISL,2016,2.978,0.120346212,23.00974929,335439,3.346024938,0
684,Iceland,ISL,2017,2.742,0,23.67726419,343400,3.425436409,2.9120559114735003
685,Iceland,ISL,2018,2.704,0,24.14720819,352721,3.498175146,5.670203928884303
686,Iceland,ISL,2019,3.507,0,24.58737631,360563,3.575949618,9.707041487895319
687,Iceland,ISL,2020,5.478,0,28.07058644,366463,3.634463949,0
688,Iceland,ISL,2021,6.029,0,27.33862963,372520,3.694535357,0
689,Iceland,ISL,2022,3.789,0,25.55516493,382003,3.788584747,0
690,Iceland,ISL,2023,3.518,0,25.41961404,393349,3.788584747,1.2711358106922859
691,India,IND,2015,7.631,0.558906723,10.42829071,1328024498,446.6665427,2.9619182522038083
692,India,IND,2016,7.601,0.585901895,10.30854807,1343944296,452.0209929,2.954363519245146
693,India,IND,2017,7.618,0.586480116,10.76719895,1359657400,457.3059239,3.793970451674076
694,India,IND,2018,7.652,0.577198714,10.82321853,1374659064,462.3515699,5.091080532823664
695,India,IND,2019,6.51,0.573032426,11.00267551,1389030312,467.1851822,6.162212534927027
696,India,IND,2020,7.859,0.576119558,11.61245241,1402617695,471.7551502,3.0571409552907434
697,India,IND,2021,6.38,0.576119558,10.47637824,1414203896,475.6520424,9.047139550519242
698,India,IND,2022,4.822,0.576119558,10.70013506,1425423212,479.4255369,8.295781843
699,India,IND,2023,4.172,0.576119558,10.39072697,1438069596,479.4255369,9.719974637444459
700,Indonesia,IDN,2015,4.514,0.530630973,9.74941377,261799249,139.4389346,0.1451493850541947
701,Indonesia,IDN,2016,4.301,0.525675616,9.52781009,264627418,140.9452677,0.16816095753161905
702,Indonesia,IDN,2017,3.783,0.516264067,9.120571152,267346658,142.3935832,0.18702309718044052
703,Indonesia,IDN,2018,4.387,0.502107685,9.021231804,269951846,143.7811527,0.16484421447519942
704,Indonesia,IDN,2019,3.59,0.491902581,8.808471291,272489381,145.1326889,0.18716325683164878
705,Indonesia,IDN,2020,4.255,0.492082315,9.655750531,274814866,146.3712836,0.10734499348372224
706,Indonesia,IDN,2021,3.827,0.492082315,9.246941615,276758053,146.2351077,0.2167958595950955
707,Indonesia,IDN,2022,3.462,0.492082315,7.683280589,278830529,147.3301752,0.17214757713994797
708,Indonesia,IDN,2023,3.308,0.492082315,7.445394045,281190067,147.3301752,0.2222695867845147
709,"Iran, Islamic Rep.",IRN,2015,11.166,2.126393109,15.56882322,82619362,50.72531374,14.0766035
710,"Iran, Islamic Rep.",IRN,2016,12.618,2.041383373,15.78069475,83812228,51.45769051,7.7136715659199515
711,"Iran, Islamic Rep.",IRN,2017,12.232,1.966873999,16.06231264,85026754,52.40477904,5.568835427964238
712,"Iran, Islamic Rep.",IRN,2018,12.195,2.23616142,15.74716889,86117998,53.07734854,6.392391982916276
713,"Iran, Islamic Rep.",IRN,2019,10.74,2.228985383,15.30027571,87051648,53.65278767,6.955640862766894
714,"Iran, Islamic Rep.",IRN,2020,9.687,2.35031155,14.43166798,87723443,54.06683698,4.348894513864441
715,"Iran, Islamic Rep.",IRN,2021,9.282,2.35031155,14.23357659,88455488,54.51802034,12.786091915518007
716,"Iran, Islamic Rep.",IRN,2022,9.085,2.35031155,12.73218238,89524246,55.17673097,12.41004587740398
717,"Iran, Islamic Rep.",IRN,2023,9.041,2.35031155,12.87921169,90608707,55.17673097,11.797983167335122
718,Iraq,IRQ,2015,10.842,2.168325332,18.66609857,37560535,86.51949425,10.596228195365162
719,Iraq,IRQ,2016,10.82,2.1011375,18.38922825,38469627,88.61355867,6.290677058033341
720,Iraq,IRQ,2017,13.02,2.10426587,16.30525167,39337353,90.61233784,12.049616048136233
721,Iraq,IRQ,2018,13.49,3.294905517,15.87948985,40265624,92.75058047,13.249515268905308
722,Iraq,IRQ,2019,14.109,3.266369877,19.31538644,41192171,94.88485193,10.766609023836107
723,Iraq,IRQ,2020,15.778,4.462850706,22.50890882,42116605,97.01425616,4.630002821927361
724,Iraq,IRQ,2021,16.173,4.462850706,17.71730836,43071211,99.21316063,6.257079699941569
725,Iraq,IRQ,2022,15.511,4.462850706,15.65803401,44070551,101.5151084,7.8964295227441115
726,Iraq,IRQ,2023,15.447,4.462850706,15.65803401,45074049,101.5151084,5.180364426546193
727,Ireland,IRL,2015,9.908,0.398149611,12.10309936,4701957,68.25311366,45.831980173361856
728,Ireland,IRL,2016,8.374,0.390707515,12.5240695,4755335,69.0279431,47.31527852401566
729,Ireland,IRL,2017,6.713,0.382441515,11.92312678,4807388,69.78353898,41.08260036427266
730,Ireland,IRL,2018,5.741,0.360631693,11.75349737,4867316,70.65344753,36.467737044399826
731,Ireland,IRL,2019,4.95,0.367788134,11.81450312,4934340,71.62636087,32.83113851092547
732,Ireland,IRL,2020,5.623,0.369857137,12.60673881,4985382,72.36728117,20.760695970740056
733,Ireland,IRL,2021,6.364,0.369857137,11.68537011,5033164,73.06087966,53.34616555311928
734,Ireland,IRL,2022,4.501,0.369857137,11.06084836,5165700,74.98475831,18.390537584451284
735,Ireland,IRL,2023,4.288,0.369857137,12.16909505,5307600,74.98475831,19.12352098877082
736,Israel,ISR,2015,5.176,4.680694204,21.97179897,8380100,387.2504621,25.83501390198208
737,Israel,ISR,2016,4.723,4.584450042,21.98086513,8546000,394.9168207,28.609875965363912
738,Israel,ISR,2017,4.14,4.347376908,22.14042092,8713300,402.6478743,21.461443999403212
739,Israel,ISR,2018,3.917,4.253563168,22.44007838,8882800,410.4805915,20.26388075831945
740,Israel,ISR,2019,3.731,4.208349223,22.19180814,9054000,418.3918669,14.579191517561298
741,Israel,ISR,2020,4.169,4.233162596,23.31821142,9215100,425.836414,8.301591952339097
742,Israel,ISR,2021,4.812,4.233162596,22.12724926,9371400,433.0591497,11.737840664148367
743,Israel,ISR,2022,3.695,4.233162596,20.89307071,9557500,433.0591497,9.364373528642428
744,Israel,ISR,2023,3.596,4.233162596,22.2480354,9756600,433.0591497,10.04448270914048
745,Italy,ITA,2015,11.896,1.400483931,19.01931349,60730582,205.3665384,1.4572559176198905
746,Italy,ITA,2016,11.688,1.384931464,18.92534428,60627498,205.0179495,1.6494165733179356
747,Italy,ITA,2017,11.211,1.337024497,18.74481583,60536709,204.7109374,1.7510036761331047
748,Italy,ITA,2018,10.61,1.313030208,18.81339072,60421760,204.3222259,1.9529388088000086
749,Italy,ITA,2019,9.951,1.327642792,18.5421072,59729081,201.9805456,2.352287991841026
750,Italy,ITA,2020,9.164,1.351841835,20.56805703,59438851,200.9991005,1.278624985533452
751,Italy,ITA,2021,9.497,1.351841835,19.19460405,59133173,199.9654163,2.9086888335926098
752,Italy,ITA,2022,8.069,1.351841835,18.79883222,59013667,199.5592689,1.8470297736285393
753,Italy,ITA,2023,7.627,1.351841835,17.78636048,58993475,199.5592689,2.0425987789327547
754,Jamaica,JAM,2015,8.825,0.245386206,13.81600155,2802534,258.7750693,122.03241780474384
755,Jamaica,JAM,2016,8.634,0.280607932,13.83994662,2809915,259.456602,126.69422384662883
756,Jamaica,JAM,2017,7.399,0.278270549,13.38277859,2815764,259.9966759,136.0199221241553
757,Jamaica,JAM,2018,5.47,0.411454051,13.4379512,2820097,260.3967682,137.0520234
758,Jamaica,JAM,2019,4.987,0.40235323,13.58214167,2823271,260.689843,140.79413559661825
759,Jamaica,JAM,2020,6.501,0.411574575,13.58214167,2830739,261.379409,71.88935468794544
760,Jamaica,JAM,2021,5.188,0.411574575,13.58214167,2837682,262.0204986,142.54592304564076
761,Jamaica,JAM,2022,4.083,0.411574575,13.58214167,2839144,262.155494,149.5168966420865
762,Jamaica,JAM,2023,4.4,0.411574575,13.58214167,2839786,262.155494,152.82841735257517
763,Japan,JPN,2015,3.385,0.394047379,19.61774414,127141000,348.8093278,0.7865283425488236
764,Japan,JPN,2016,3.132,0.392143865,19.6572481,127076000,348.6310014,0.8144732286190941
765,Japan,JPN,2017,2.822,0.389140865,19.41179555,126972000,348.345679,0.8584569826418422
766,Japan,JPN,2018,2.467,0.382990382,19.56367433,126811000,347.9039781,0.8201181285535166
767,Japan,JPN,2019,2.351,0.379294045,19.94510592,126633000,347.4156379,0.8765487669090996
768,Japan,JPN,2020,2.809,0.380153638,20.96937394,126261000,346.3950617,0.4870862736712049
769,Japan,JPN,2021,2.828,0.380153638,21.26487183,125681593,344.8054678,1.1179043537425564
770,Japan,JPN,2022,2.6,0.380153638,21.5970196,125124989,343.2784335,0.7072927694722915
771,Japan,JPN,2023,2.6,0.380153638,21.5970196,124516650,343.2784335,0.8151520298690977
772,Jordan,JOR,2015,13.075,4.929053635,17.82326069,9544729,107.5099009,11.62945537793687
773,Jordan,JOR,2016,15.275,4.523286702,17.25056419,10006367,112.7096981,9.144177901929842
774,Jordan,JOR,2017,18.12,4.276193436,16.94537194,10234226,115.2762559,7.719196351536501
775,Jordan,JOR,2018,18.257,3.735717322,16.74389605,10462306,117.845303,9.414750438383278
776,Jordan,JOR,2019,16.801,4.151698779,16.37173776,10671891,120.1870735,9.370410549
777,Jordan,JOR,2020,19.213,3.979550599,16.54995644,10865228,122.364439,4.969983142553474
778,Jordan,JOR,2021,19.837,3.979550599,15.8410812,11066356,124.629547,8.584578338162988
779,Jordan,JOR,2022,18.2,3.979550599,15.8410812,11256263,126.7682839,10.083275417427613
780,Jordan,JOR,2023,17.969,3.979550599,15.8410812,11439213,126.7682839,11.058453059664156
781,Kazakhstan,KAZ,2015,4.93,0.741789885,11.63272615,18084169,6.698584658,1.8524489568749332
782,Kazakhstan,KAZ,2016,4.96,0.735188302,11.63085341,18363600,6.802089121,2.150994358
783,Kazakhstan,KAZ,2017,4.9,0.732680491,10.53594178,18651931,6.908890247,1.7960606866924396
784,Kazakhstan,KAZ,2018,4.85,0.724510274,8.321200707,18932727,7.012900322,2.139153012664261
785,Kazakhstan,KAZ,2019,4.8,0.716058283,9.132161576,19209555,7.115440605,2.1083257784992937
786,Kazakhstan,KAZ,2020,4.89,0.722896252,12.74204401,19482117,7.216400711,1.4885445970784386
787,Kazakhstan,KAZ,2021,5.546,0.722896252,11.27034704,19743603,7.31325814,2.3045439072088314
788,Kazakhstan,KAZ,2022,4.86,0.722896252,10.49926979,20034609,7.421050117,2.2211563999077795
789,Kazakhstan,KAZ,2023,4.821,0.722896252,11.11261577,20330104,7.421050117,2.3856247857856507
790,Kenya,KEN,2015,2.762,0.143422546,12.72668008,47088526,82.7362793,0.7963723476925143
791,Kenya,KEN,2016,2.757,0.138933556,12.60976863,48139687,84.583208,0.9659389767116682
792,Kenya,KEN,2017,3.541,0.138207752,12.33507902,49197766,86.44229188,0.9553279309471084
793,Kenya,KEN,2018,4.284,0.138845211,12.3486894,50207107,88.21574129,0.9261637002904789
794,Kenya,KEN,2019,5.014,0.138917165,12.17079729,51202827,89.96525811,1.005803839698148
795,Kenya,KEN,2020,5.619,0.112919012,12.47765997,52217334,91.74778438,0.5649464984175561
796,Kenya,KEN,2021,5.693,0.112919012,12.1468578,53219166,93.5080402,1.5501934021288497
797,Kenya,KEN,2022,5.707,0.112919012,12.2133041,54252461,95.32357768,1.8155858404285108
798,Kenya,KEN,2023,5.567,0.112919012,11.91511758,55339003,95.32357768,2.2045933859704703
799,Kiribati,KIR,2016,0,0,59.35262929,118478,146.2691358,0
800,Kiribati,KIR,2023,0,0,61.52542461,132530,161.0728395,0
801,"Korea, Dem. People's Rep.",PRK,2015,2.896,8.20213096,0,25575350,212.4022091,0
802,"Korea, Dem. People's Rep.",PRK,2016,2.931,8.676529244,0,25698326,213.4235196,0
803,"Korea, Dem. People's Rep.",PRK,2017,2.846,8.606753507,0,25817709,214.4149904,0.019366551850127367
804,"Korea, Dem. People's Rep.",PRK,2018,2.757,8.542829905,0,25931147,215.3570883,0
805,"Korea, Dem. People's Rep.",PRK,2019,2.782,8.496691236,0,26037632,216.2414417,0
806,"Korea, Dem. People's Rep.",PRK,2020,2.948,8.591130106,0,26136312,217.060975,0.038260945
807,"Korea, Dem. People's Rep.",PRK,2021,3,8.591130106,0,26232534,217.8600947,0
808,"Korea, Dem. People's Rep.",PRK,2022,2.805,8.591130106,0,26328845,218.6599535,0
809,"Korea, Dem. People's Rep.",PRK,2023,2.831,8.591130106,0,26418204,218.6599535,0
810,"Korea, Rep.",KOR,2015,3.546,2.304672386,15.08352973,51014947,523.5255477,8.046661305
811,"Korea, Rep.",KOR,2016,3.65,2.281245717,15.24002234,51217803,525.3700725,7.829308883085048
812,"Korea, Rep.",KOR,2017,3.653,2.255698431,15.41897247,51361911,526.7348067,7.729463181383574
813,"Korea, Rep.",KOR,2018,3.824,2.151612299,16.05172731,51585058,528.9690115,9.305020069959017
814,"Korea, Rep.",KOR,2019,3.746,2.146219069,17.07786565,51764822,530.3772746,11.803382613775819
815,"Korea, Rep.",KOR,2020,3.931,2.005651991,18.03934527,51836239,531.1090061,6.346911086662749
816,"Korea, Rep.",KOR,2021,3.639,2.005651991,18.15980062,51769539,530.4256045,15.916695723328733
817,"Korea, Rep.",KOR,2022,2.857,2.005651991,18.7672078,51672569,529.4320594,10.576211142124556
818,"Korea, Rep.",KOR,2023,2.675,2.005651991,18.89855761,51712619,529.4320594,10.065241522576917
819,Kosovo,XKX,2015,0,0,13.60809725,1788274,0,13.420762142714148
820,Kosovo,XKX,2016,0,0,12.08481448,1777568,0,10.970044465246898
821,Kosovo,XKX,2017,0,0,11.82295606,1791019,0,8.095949847544889
822,Kosovo,XKX,2018,0,0,12.1025925,1797086,0,12.798497122563973
823,Kosovo,XKX,2019,0,0,12.48543828,1788891,0,8.944088823746108
824,Kosovo,XKX,2020,0,0,13.91317741,1790152,0,6.703341392239318
825,Kosovo,XKX,2021,0,0,12.87233087,1786080,0,8.398280032249396
826,Kosovo,XKX,2022,0,0,11.79172877,1768096,0,8.766492317
827,Kosovo,XKX,2023,0,0,12.59933428,1756366,0,8.825039883
828,Kuwait,KWT,2015,2.2,1.042178245,24.19181056,3834574,215.1837262,0
829,Kuwait,KWT,2016,2.16,0.990328956,25.70546373,4004096,224.6967452,0.6243606546895978
830,Kuwait,KWT,2017,2.227,1.045360273,24.42126992,4154812,233.1544332,0.12034238853647289
831,Kuwait,KWT,2018,2.204,0.977680161,22.98055676,4323515,242.6214927,0.11564664399221468
832,Kuwait,KWT,2019,2.251,0.968224049,24.40265002,4442316,249.2882155,0.3376617061910949
833,Kuwait,KWT,2020,3.557,1.041588548,30.17793821,4400267,246.9285634,0
834,Kuwait,KWT,2021,3.002,1.041588548,25.37266915,4360865,244.7174523,0.4586246077326402
835,Kuwait,KWT,2022,2.174,1.041588548,20.70004928,4589643,257.5557239,0.5447046752873808
836,Kuwait,KWT,2023,2.127,1.041588548,20.70004928,4853420,257.5557239,0.5151006918832493
837,Kyrgyz Republic,KGZ,2015,3.338,0.759604246,17.7553733,6040035.5,31.49132169,2.069524260246484
838,Kyrgyz Republic,KGZ,2016,3.474,0.749641164,17.43415086,6175337.5,32.19675443,4.048361729
839,Kyrgyz Republic,KGZ,2017,3.57,0.776592468,17.13017203,6306695.5,32.88162409,1.9027397152756147
840,Kyrgyz Republic,KGZ,2018,3.67,0.747309863,17.16970011,6444078.5,33.59790667,2.4828996108597994
841,Kyrgyz Republic,KGZ,2019,4.295,0.735911242,15.70098065,6590211,34.35980709,1.6691423081901324
842,Kyrgyz Republic,KGZ,2020,4.63,0.718367459,18.37228301,6726595.5,35.07088373,0.6689862650429924
843,Kyrgyz Republic,KGZ,2021,4.096,0.718367459,16.63294179,6851224,35.72066736,1.0946949041514333
844,Kyrgyz Republic,KGZ,2022,4.043,0.718367459,16.78566803,6975219.5,36.36715068,1.1469173120645164
845,Kyrgyz Republic,KGZ,2023,3.991,0.718367459,16.3621854,7099750,36.36715068,1.9014754040635233
846,Lao PDR,LAO,2015,2.494,4.735023882,15.10665451,6801645,29.46986568,0.073511628
847,Lao PDR,LAO,2016,2.881,4.645709754,13.97094291,6908802,29.93415078,0
848,Lao PDR,LAO,2017,3.268,4.556893343,13.97094291,7018147,30.40791594,0.071243877
849,Lao PDR,LAO,2018,2.9,4.383494293,13.97094291,7128045,30.88407712,0
850,Lao PDR,LAO,2019,2.537,4.212339805,13.97094291,7237636,31.35890815,0.069083331
851,Lao PDR,LAO,2020,2.361,4.085766898,13.97094291,7346533,31.83073224,0
852,Lao PDR,LAO,2021,2.066,4.085766898,13.97094291,7453194,32.29286828,0
853,Lao PDR,LAO,2022,1.209,4.085766898,13.97094291,7559007,32.75133016,0.066146254
854,Lao PDR,LAO,2023,1.188,4.085766898,13.97094291,7664993,32.75133016,0
855,Latvia,LVA,2015,9.873,0.526914829,18.70956365,1977527,31.77924374,6.321026211020127
856,Latvia,LVA,2016,9.643,0.530807317,18.4763444,1959537,31.49014094,6.8893825429170255
857,Latvia,LVA,2017,8.715,0.602659537,18.67031595,1942248,31.21230334,5.406106738171439
858,Latvia,LVA,2018,7.412,0.69350358,18.5352676,1927174,30.97006123,3.632261539435464
859,Latvia,LVA,2019,6.312,0.610537884,19.80890115,1913822,30.75549199,3.9188597476672338
860,Latvia,LVA,2020,8.098,0.915703398,20.88969332,1900449,30.53911297,1.052382884255247
861,Latvia,LVA,2021,7.513,0.915703398,21.72997618,1884490,30.2826611,3.9798566190322053
862,Latvia,LVA,2022,6.815,0.915703398,20.48463458,1879383,30.20059457,2.3944028439120713
863,Latvia,LVA,2023,6.465,0.915703398,20.36521969,1877445,30.20059457,3.4621520204320233
